Category Name,letter,image name1,image 2,image 3,image 4,note
Debt Settlement Offer  (Altemate 2),"{client_first_name} {client_last_name}
{ctient_address}
{creditor_name}
{creditor_address}
{creditor_city} {creditor_state} {creditor_zip}
Alin: Aftn: Seftlement Dept.
{curr_date}
Re: Debtor's Settlement Offer for Account Number: {account_number}
Dear Settiement Dept.
This is a settlement offer for {client_first_name} {client_last_name}, (Debtor) concemning a debt owed o
(Creditor), who claims the amount to be owed on Account Number:
{account_number} is $(AMOUNT).
Please accept this offer to settle this account under the following conditions:
The parties agree to settle the account in full for the sum of S(AMOUNT) and this amount is accepted as
full and total payment on said debt provided the following is met
« {client_first_name} (ciient_last_name} will pay cashiers check of $(AMOUNT) f the debt is
considered paid in full and reported as such to the credit reporting agencies.
« The creditor agrees to freeze the account without any additional fees or interest being added to the
« The account is marked: (list status terms you are requesting such as “paid in full’, “settied in ful"",
“Paid as agreed”. ‘settled for less”, “deleted” eic )
This agreement shall be govemed under the laws of (STATE), and shall be binding. If the above terms are
acceptable to (CREDITOR), please respond in writing, on your company letterhead, acknowledging your
acceptance and the terms as you agree to them.

As soon as i receive your acceptance of this offer,i will express mail a cashiers’ check.

Creditor name

Creditor. Tile:

i agree to the terms listed above: Yes. No_

Creditor's Authorized Signature Date

",https://prnt.sc/24r5fsg   ,https://prnt.sc/24r64tu,,,Not Found 
Debt Settlement Offer  (Altemate 3),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

Re: Account Number {account_number}.

Dear {creditor_name},

This is to confirm our conversation on______ as fo the offer of the above stated account. As
discussed, i will pay your company the amount of $_ as payment in full for the final satisfaction of
this account.

Upon receipt of the above payment, your company has agreed to change the entry on my credit reports
from: to (list status terms you are requesting, such as “paid in ful”, “settied in
full, ""Paid as agreed’, “settled for less”, “deleted” etc)

If you agree with these terms, please acknowledge with your signature and retum it to me. You agree the
terms herein are confidential and you have the authority to make such decisions. No payment will be made
without writien confirmation

Upon receipt of this signed acknowledgment, i will immediately mail you funds priority mail. This is not a
renewed promise to pay but rather a restricted offer only. If no terms can be met, no new amangements will
be made and the offer will be void.

Name of Creditor

Creditor's Authorized Signature                     Date

Name Of Creditor's Authorized Representative
",https://prnt.sc/24r6v9w,,,,Not Found 
Debt Settlement Offer  (Altemate ),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state) {creditor_zip}

{cumr_date}

Re: Debtor's Settiement Offer for Account Number: {account_number}

To Whom It May Concern,

i am aware that i owe a balance to your company. This letter is an offer to settie the debt for less because
of my inability to pay the full balance due to financial circumstances, because of. (LIST HARDSHIPS
HERE), i am only able to pay a portion of this debt

i realize you may be motivated as well, because of the age of the debt and my financial crisis. Refusing to
work with me will only make matters worse for both of us.

You claim the amount owed on the account is $._____

Please accept this offer to settle this account ONLY under the following conditions:

The parties involved agree to settle the account in full for the sum of §_ and this amount is
accepted as full and final payment on said debt. Complete discharge and settiement of all monies due will
be created, provided that the amount agreed upon shall be paid in the following manner:

Payment terms: (i.e., 10 payments of $XXX on the 1st of each month after the execution of this
agreement, 3 payments of SXXX to be paid monthly on the 1st of each month, 1 lump sum of SXXXX, etc.)
Payment location: (ADDRESS TO SEND THE PAYMENTS
Other terms: (list additional arrangements made, such as, creditor agrees to freeze the account without
any additional fees or interest added to the balance, etc ) Credit reporting: (list status terms you are
requesting such as “paid in full’, “settied in full"", “Paid as agreed"", “setled for less”, “deleted” etc.)
This agreement shall be binding under the laws of (LIST YOUR STATE AND THE CREDITOR'S STATE)
If your office agrees to this settiement, please send back confirmation on your company letterhead and
signed by someone with the authority to accept such offers. Time is of the essence due to my present
financial situation so please reply as soon as possible.

Sincerely,

{client_signature}
",https://prnt.sc/24r7c47  ,https://prnt.sc/24r7f1f,,,
Debt Settlement Offer to Dismiss Court Judgment,"{client_first_name} {ciient_last_name}

{client_address}

{creditor_name}

{creditor_address}

To: Judgment Creditor, {creditor_name}

From: Judgment Debior, {client_first_name} {client_last_name}

Case number: (CASE NUMBER)

Judgment amount: (AMOUNT)

Date: {cur_date}

Dear Sir,

i am aware of the money due you and of the judgment placed against me for this money. | had every
intention of taking care of this prior to the entry of the judgment, but unfortunately time constraints ended
that chance.

Today i am writing to you so that we may put this matter behind us and settle out this judgment for good,
under a few conditions. This will save you time and money trying to collect the judgment and will help me
recover from your negative entry against me.

i have been offered an amount from a close family member to pay you S(AMOUNT) to settle the debt in full
and have the judgment dismissed.

As the judgment creditor, you reserve the right to dismiss or vacate the judgment as well as entering it If |
pay you from this offer letter saving you immense time, fees and paperwork. you can then file a simple
paper with the courts dismissing the judgment

My offer is to pay you in exchange for the dismissal so that we have both gained something from this
unfortunate situation. It is extremely important that you dismiss the judgment rather than satisfying it,
because a satisfied judgment really looks no better for me than a filed judgment

With a dismissed judgment | can justify paying you. Upon your signed approval of this offer, | will forward
the full settlement to you immediately. | understand this offer is void if i do not send you S(AMOUNT) within
5-10 days of your signed confirmation

if you agree to ""dismiss"" the judgment upon full and final payment of S(AMOUNT), then please sign and
retum this offer and acceptance.

Offer Accepted and Agreed,

Judgment Creditor Signature Date

Judgment Creditor Authorized Representative


",https://prnt.sc/2513n7c ,https://prnt.sc/2513s1h ,,,Not Found 
Dispute Credit Card Bill,"{client_first_name} {ciient_last_name}

{client_address}

{creditor_name}

{creditor_email)

{creditor_city} {creditor_state} {creditor_zip}

{curr_date}

Re: Account number. {client_ac_no}

To Whom It May Concern:

I am writing to dispute the following charge(s) that appear on my billing statement dated (STATEMENT
DATE).

(MERCHANT'S NAME)

(AMOUNT IN ERROR)

The error is as follows:

(REASON FOR COMPLAINT)

As required by law, I have tried in good faith to resolve this dispute with the merchant:

(ENTER STEPS TAKEN)

Furthermore, I wish to point out that this purchase was for more than $50 and was made (CHOOSE ONE:)
in the state in which I live [OR] within 100 miles of my home.

Please verify this dispute with the merchant and remove this item, and all late and interest charges
associated with this item, from my billing statement.

Thank you for your time and assistance.

Sincerely yours,
{client_signature}
{client_first_name} {client_last_name}",https://prnt.sc/2514h1h,https://prnt.sc/259rklx,,,
Dispute Item,"{client_first_name} {ciient_last_name}

{chient_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

To Whom It May Concern,

Your company is currently reporting a negative listing to the three major credit bureaus (Experian, Trans
Union, and Equifax) regarding the above referenced account. Based on my recollection and my records, I
Can find no reason for you reporting such a history. If you'll review your records I think that you will find
The erroneous status of your credit reporting agency records is unacceptable and is preventing me from
obtaining necessary financing. Pursuant to Title 15, Section 1666 of the United States Code, I formally
request the following documentary evidence pertaining to my account:

Asummary of all account activities, including all payments made, late charges, interest, date of payments
received, date of payments posted, charges made and date of charges posted.

Copies of all documents and financial instruments used to pay the disputed late payments.

Copies of all charge slips, invoices, promissory notes, and all other documents proving indebtedness
This information and documentation is critical and time is of the essence. Within less than thirty (30) days,
I will be damaged partially because of the discrepancy with your reported records. The above noted code
requires your response within thirty (30) days. Your prompt attention will be greatly appreciated. I hereby
request that your response be mailed to the address listed below.
If you find that your information and documentation does not support the negative history reported to the
three credit bureaus, I invite you to submit a completed Universal Data Form to said bureaus in order to
remove the negative notations. Upon removal of the negative notations, I agree to hold your company
harmless from any and all inconvenience and/or damage related thereto.

Sincerely,

{client_signature}

{client_first_name} {client_last_name}


",https://prnt.sc/2515nz2 , https://prnt.sc/2515tzz,,,
Dispute Item (Altemate),"{client_first_name} {client_last_name} 
{client_address) 
{creditor_address} 
{curr_date} 


To Whom It May Concern


I have recently received a copy of my credit report. The report had an account listed from your company as 
a credit card. I disputed the account with the credit bureau as ""not mine” but it recently came back as verified 
{dispute_item_and_explanation}
I am writing this letter to you in an effort to get this removed. Please delete your information from my credit reports. | have never had an account with your company. If someone has opened an account in my name, please close it immediately before further harm is done. 
I am requesting that you notify all of credit bureaus that this account is “disputed” or that you delete this 
account until this matter is resolved. This is required by the Fair Credit Reporting Act. If there is any paperwork that | need to sign to confirm that this account is not mine, please send me the required 
documents 

This is a written dispute of the this account per the Fair Credit Reporting Act, the Fair Debt Collection 
Practices Act and the Fair Credit Billing Act. Please be aware that I am exercising all of my rights per these laws and all other applicable laws protecting me. 

Sincerely, 
{client_signature} 
{client_first_name} {client_last_name} ‘
",https://prnt.sc/2516rjf,,,,
Error on Credit Card Bill,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address)

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: {account_number}

To Whom It May Concern:

I am writing to report an error I have discovered on my billing statement

dated (STATEMENT DATE):

(MERCHANT'S NAME)

(AMOUNT IN ERROR)

The error is as follows:

(REASON FOR COMPLAINT)

I understand that the law requires you to acknowledge receipt of this letter within 30 days unless you
correct this billing error before then. Furthermore, I understand that within two billng cycles (but in no
event more than 90 days), you must correct the error or explain why you believe the amount to be correct
Thank you for your time and assistance.

Sincerely yours,

{client_signature}
",https://prnt.sc/25185u4,,,,
Furnisher Basic Dispute,"
{client_first_name} {client_last_name}

{client_address}

{ss_number}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

Re: Remove Inaccurate Information from my Credit Reports.

{curr_date}

To Whom It May Concern:

I received a copy of my credit report and found you are reporting incorrect information to the credit
bureaus.

Here are the error(s).

{dispute_item_and_explanation}

Under federal law, as a furnisher of information to consumer reporting agencies, you must conduct a
reasonable investigation of my dispute and you must complete this investigation within 30 days of receipt
of this letter. I demand that this information be investigated and either verified or removed from my report.
Please send me confirmation the information has been removed from my credit files.

Thank you for your time and help in this matter.

Sincerely,

{client_signature}

",https://prnt.sc/2518tq3,,,,
Furnisher No Response,"{client_first_name} {client_last_name}

{client_address}

{bdate}

{ss_number}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

To Whom It May Concern,

This letter is a formal complaint that you have reported inaccurate and incomplete credit information to the
credit bureaus.

Federal laws require furnisher's of information to report accurate credit information to the credit bureaus
and in this case, you have failed to do so. Every step must be taken to assure the information reported is
completely accurate and correct. I disputed the following information over 30 days ago and you have not
yet responded:

{dispute_item_and_explanation}

This inaccurate information must be deleted from my credit file immediately. Please contact the credit
agencies you have reported it to and remove this misleading information from my credit profile.

Under federal law, you must complete your re-investigation in a timely manner. Be advised that the
description of the procedure used to determine the accuracy and completeness of the information is
hereby requested as well, to be provided within fifteen (15) days of the completion of your investigation.
Sincerely yours,
{client_signature}
",https://prnt.sc/251964w,,,,
Furnisher Re-investigation,"{client_first_name} {client_last_name}

{client_address}

{bdate}

{ss_number}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

Attn: Customer Relations Department

{curr_date}

To Whom It May Concern,

I'am in disagreement with the information listed below which you reported to the credit agencies and still
appear on my credit report, even after your investigation. I would like these item(s) immediately re-
investigated and removed. These inaccuracies are impacting my credit rating.
{dispute_item_and_explanation}

Please confirm you have completed your investigation and corrections by notifying by mail. Your
cooperation and prompt attention are appreciated.

Sincerely yours,

{client_signature}







",https://prnt.sc/2519t17,,,,
Furnisher Warning,"{client_first_name} {client_last_name}

{client_address}

{bdate}

{ss_number}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

Re: Warning

{curr_date}

To Whom It May Concern:

I recently sent you a request to reinvestigate incorrect items which you reported to the credit agencies. You
ignored my request.

Federal law requires that you complete your reinvestigation of my request within 30 days. It has now been
more than 30 days and the items remain on my report:

{dispute_item_and_explanation}

I will assume that I have not received your reply because you have been unable to verify this information.
If the information is not immediately reinvestigated and removed, I will be forced to seek legal counsel for
relief through the court and file complaints with regulatory enforcement agencies including the CFPB, FTC
and my state attorney general.

Sincerely yours,

{client_signature}
",https://prnt.sc/2519xlp,,,,
Goodwill Adjustment Letter,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: (Account number)

To Whom It May Concern,

I have received my credit report, from (Credit Bureau Name). I have contacted (Creditor's name)
numerous times and even disputed it with the Credit Bureau. I am requesting a goodwill adjustment to
remove the late payment(s ) in order to refinance my home. I know this request is unusual, but it is ruining
my good credit standing. I have had a mishap, and realize things happen. If you look at my records, I was
always on time. The late payment(s) is reported to Equifax bureau and I am requesting removal of these
two late payments, as it has been reported to the bureau's.

Also, the account has been paid and closed for (insert number of years closed), why is this reflecting, on
my credit report? Is there interest that I am unaware of?

Sincerely,

{client_signature}
",https://prnt.sc/251aavp,,,,
Goodwill Letter sent to Original Creditor,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: (Account number)

To Whom It May Concern,

I was advised to write to you by your customer service department concerning my credit rating with your
company. I have enjoyed a credit account with (company name) for many years. During the course of our
business association, I have honored and respected my account agreement to the fullest. I appreciate how
wonderful your service has always been.

Unfortunately, 2 years ago, I was in a financial dilemma due to (job loss, health issues, new baby, efc ). As
aresult 3 of my payments to you were delayed. Because your account with me is extremely important I
managed to borrow the money to cover the late payments. I paid those payments 30 days late on three
occasions over a nine-month period but | made sure to fulfill my obligation to ensure that your company
suffered no loss.

I am thankful and appreciative for the years of positive credit history that I have obtained through your
company but now those 3 late marks on my credit reports are causing me tremendous stress. I am trying
to move up to a better paid position at my work, but the negative remarks are hurting my efforts.

This is where my ""Goodwill Request” comes in. I desperately need this promotion and I would be
extremely appreciative if you would please complete a UDF - Universal Data Form and fax it to the credit
bureaus to remove those entries.
",https://prnt.sc/251akon   ,https://prnt.sc/251apb0,,,
Inform a Creditor that you have filed for Bankruptcy ,"{client_first_name} {client_last_name}

{client_address}

{curr_date}

Re: [Company] v. [Client's first and last name] [Account Number] Balance: $XXX

To Whom It May Concern,

Please be advised that I filed a voluntary petition pursuant to Chapter 7 of the Bankruptcy Code. The
bankruptcy case number___________ is and it was filed on_____
with you listed as one of my creditors.

To my knowledge, have never had non-sufficient funds and I am not aware of any negative entries. Kindly
forward me a copy of my InformCreditorforBankruptcy record so that I may verify its accuracy.

Pursuant to 11 U.S.C. Section 362(a), you are automatically stayed by the filing of this petition from taking
any action to collect any debt from me or from enforcing any lien against me. A violation of the stay may be
actionable pursuant to 362(h) or as contempt of court and punishable accordingly.

Attorney name:

Attorney address:

Attorney phone number:

Kind regards,

{client_signature}




",https://prnt.sc/251bq7d,,,,
Inform Creditor of Bankruptcy ,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: (ENTER ACCOUNT NUMBER)

To Whom It May Concern:

Please cease and desist all collection activities you have begun or are considering to take against me. I
plan on filing a petition in bankruptcy court in the coming months.
Sincerely yours,

{client_signature}
",https://prnt.sc/251cr3x,,,,
Judgment Proof letter ,"{client_first_name} {client_last_name}
{client_address}
{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number / Debtor's name

To Whom It May Concern,

Please be advised that I have received your letter requesting money for the above debt. This letter, sent
certified mail, receipt number_ is to formally advise you that I cannot pay this debt and
have no attachable income or assets to levy.

I believe that I am judgment proof and I can prove it if necessary in a court of law. Should you attempt to
file suit against me | will provide the court with valid proof of my situation.

My circumstances are that I am judgment proof because

(list reasons:) I have no assets, no home or car (to attach), no income and no prospects and; I am
disabled, unemployed, on social security or welfare.

I understand the debt is due, however your repeated attempts to collect are causing me much stress and
therefore I must also ask you to cease and desist you (if the account is being pursued by a third party debt
collector). If my situation changes, I will contact you immediately.

Kind regards,

{client_signature}
",https://prnt.sc/251d06a,,,,
Judgment Proof Letter (Alternate) ,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: {account_number} - Request for Reduced Payments

To Whom It May Concern:

Due to my desperate financial situation, I am unable to make payments on my account as originally
agreed. My financial position is as follows:

(STATE REASON; FINANCIAL, MEDICAL, DISABILITY, UNEMPLOYED, ETC)

I cannot work sufficient hours to meet my current expenses. My only sources of income are the following:
(LIST SOURCES OF INCOME)

I am familiar with the law and have been advised that I am “judgment proof.” If I should file for bankruptcy,
I will claim all of my property as exempt. If you sue me and obtain judgment, you will not be able to collect
any of my property to satisfy the judgment.

Please cease all collection activities you have taken or are considering. While I will absolutely present you
with reasonable financial or medical information, I must avoid stress (including high-pressure collections
activity and lawsuits).
I promise to inform you immediately should my financial condition improve and I am able to resume
sending you normal payments.
Thank you for your consideration and understanding.

Sincerely yours,
{client_signature}


",https://prnt.sc/251ealj  ,https://prnt.sc/251ee77,,,
Pay For Delete (Alternate 2) ,"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

Dear Collection Manager:

It has come to my attention, through my credit report, that you claim I owe a debt to your agency. I can
save us both some effort and time by settiing the debt out.

Here below is my offer. This is not a renewed promise to pay, nor does it constitute any agreement unless
you sign and retum it.

Please Note that I have not yet agreed that this debt is indeed mine and I have the option to seek
additional proof of this debt from your agency.

Because you hold all the rights to report the debt to the credit bureaus as you see fit, you can certainly
change that listing at any time as the source reporting the debt.

I have no doubt that you are aware of my right to dispute this debt and request full proof of obligation.
Paying this unverified debt to you has little value to me if we cannot mutually agree that you will report the
debt as outlined below.
‘While I realize that your function is to collect debts as a collection agent, I am also aware that a paid
collection would not be favorable on my report. That being said, I have determined, through the bureaus,
that you have the absolute right to report this debt as you see fit or not report it at all.

If you indicate that you are unable to remove the negative listing on my credit report, I will be forced to
cease communication and request full verification of the debt.
My goal is to arrange a term that is acceptable to us both, since this debt is ""questionable ""

My Offer: I will pay your company the amount of $xx as “payment in full for the full satisfaction of this
account "" Upon receipt of the above payment, your company will agree to change this entry on my credit
reports to “Paid"" immediately. You further agree to remove any and all previous notations of delinquency.

If you approve and agree to these terms, please acknowledge with your signature and return this letter to
me. You agree these terms herein are confidential and that you have the authority to make such decisions.
No payment will be made without written confirmation.

Upon receipt of this signed acknowledgment, I will immediately mail you funds by priority mail. This is not a
renewed promise to pay but rather a restricted offer only. If no terms can be met, no new arrangements will
be made, and the offer will be withdrawn.

{client_first_name} {client_last_name}

{creditor_name}



",https://prnt.sc/251fa3r    ,https://prnt.sc/251fdxh,,,
Pay For Delete (Alternate 3) ,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

<CREDITOR/FURNISHER ADDRESS>

Dear Collection Manager:

It has come to my attention through the credit bureaus that you claim I owe a debt to your agency. While I
have never had the debt verified to me as legitimate by your agency, I may be willing to save us both some
time and effort by ""settiing the debt out™ with restrictions.

I understand that you hold all the rights to report the debt to the credit bureaus as you see fit and you can
change that listing at any time, as the source owning the debt. I am sure you are aware of my right to
dispute this debt and to request full proof of the obligation as per the FDCPA. Paying this unverified debt
means little to me if we cannot mutually agree that you will report the debt as mentioned below.

‘While I realize that your purpose is to collect debts as a collection agent, I am also aware of what a paid
collection on my report would represent for me, which is not favorable. That being said, I know that you
have the absolute right to report this debt as you see fit or not report it at all. It is only unlawful to report
false information but you may remove a listing any time at your discretion.

Please do not attempt to continue contacting me outside of this offer or I will be forced to cease and desist
‘our communication and request full lengthy verification of the debt. My goal is to arrange a term
acceptable to both.

My financial resources are limited and I am trying to do what's right but I am realistic about my financial
ability. I will pay your company the amount of S(AMOUNT) as ""payment in full” for this account. Upon
receipt of the above payment, your company has agreed to delete the item on my credit reports.
If you agree with these terms please acknowledge this letter with your signature and return it to me. You
agree that the terms herein are confidential and that you have the authority to make such decisions. No
payment will be made without written confirmation from you.

Upon receipt of this signed acknowledgment, I will immediately mail you a cashier's check by priority mail.
This is not a renewed promise to pay but rather a restricted offer only. If no terms can be met, no new
arrangements will be made and the offer will be void.

Name of collection agency

Signature of company officer:

Name   Title      Date:
",https://prnt.sc/251gb3j  ,https://prnt.sc/251ghn4,,,Not Found 
Pay For Delete (Alternate) ,"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

To Whom It May Concern,

Re: {account_number}

This letter is an offer to amicably settle the above account It shall not be misconstrued as an
acknowledgment of any liability for this debt in any form.

I will pay your company the amount of SXXXX as ""full settlement of this account.”

If you accept this agreement, I will send you a money order or certified cashiers check for this settlement
amount of $XXXX in exchange for a full deletion of all references regarding this account from my credit
reports and full satisfaction of the debt. This agreement is binding and will be void should you not fulfill
your end of this agreement. Furthermore, this debt will be deleted from my credit report at all three credit
bureaus, as well as any other bureaus that your company regularly reports to.

If you agree to the above, please acknowledge with your signature and return a copy to me. Upon receipt
of your signed acknowledgment, I will promptly send you a money order or cashiers check in the amount I
have stated above.
Please note: This agreement is restricted. This is not a renewed promise to pay, but rather a restricted
settlement offer only. By not signing below, you agree that the debt has not been renewed nor have any
written agreements been exchanged.
I look forward to resolving this matter in a speedily manner.
{client_first_name} {client_last_name}

Creditor's Authorized Signature:

Date:

Name:

Title :
",https://prnt.sc/251h2ku  ,https://prnt.sc/251h84e,,,Not Found 
Pay for Delete (Offer Payment if Negative is Removed),"{client_first_name} {client_last_name}
{client_address}
{creditor_name}
{creditor_address}
{creditor_city}, {creditor_state} {creditor_zip}
{curr_date}
Re: {client_first_name} {client_last_name} , Account number {account_number}

To Whom It May Concern:

On (Date), | received a copy of my credit report from (Credit Bureau Name). That report lists my payments
to you as being ""delinguent.’

My financial problems are now behind me and | am in a position to pay off this debt. | can pay a lump sum
amount of S_____ or | can pay instaliments in the amount of S____per month for _____ months if
you will agree to one of the following
() If I make a lump sum payment, you will agree to remove all negative information from my credit file
associated with the debt.
() If I agree to pay off the debt in monthly installments, you agree to ‘re-age’ my account - making the
current month the first repayment month and showing no late payments as long as I make the agreed
upon monthly payments.
If this offer is acceptable to you, please check and initial one of the above choices, sign your acceptance
below and return this letter to me in the enclosed envelope.

Thank you for your time and assistance.
Sincerely yours,
{client_signature}

",https://prnt.sc/251hk3g,,,,
Reaffirming Debt After Bankruptcy ,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

Atin: (name of person you are speaking with)

{curr_date}

Re: Reaffirmation of Debt

Dear (name of person you are speaking with)

This letter acknowledges and reaffirms to (CREDITOR/FURNISHER), its successors and assignees, that
in regards to a certain prior discharged debt, the undersigned agrees to remain bound on this debt in the
amount of S(AMOUNT OWED; to the same extent as if the debt was not discharged in the first place.

i agree to pay this debt in the following manner:

[PROVIDE DETAILS OF THE MANNER THIS WILL BE PAID, TERMS, DOLLAR AMOUNT, ETC]

This agreement is binding and i understand what a debt reaffirmation is.

{client_signature}





 |
",https://prnt.sc/251ir2b,,,,
Remove Hard Inquiry ,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

To Whom it May Concern,

According to my most recent credit report, your company is currently reporting to the three credit bureaus
that I applied for credit with your organization. I did not grant you authorization to review my credit report.
The Fair Credit Reporting Act requires that a creditor be able to verify the written authorization of the
consumer giving the creditor permission to review their credit. If you can provide a copy of a credit
application authorizing the disclosure of my credit files with my signature, I will accept the inquiry. If a
signed authorization cannot be found please remove the inquiry from the three main credit bureaus.

The presence of this inquiry is adversely affecting my credit report and is impeding my ability to obtain
necessary credit. Time is of the essence so I would greatly appreciate a response from you within thirty
(30) days.

Please mail me the copy of the signed application or a letter indicating your intention to delete the inquiry.
Sincerely yours,

{client_signature}
",https://prnt.sc/251j6ta,,,,
Remove Hard Inquiry (Alternate) ,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{curr_date}

Re: Unauthorized Credit Inquiry

To Whom It May Concern,

I received a copy of my credit report today and discovered a hard inquiry from your company. I do not
recall authorizing this inquiry and | would like to see the application of credit. Under the Fair Credit
Reporting Act, no one may access my credit without my permission for the purpose of extending credit.

I.am sending this letter certified mail for my protection as well as yours. Please forward proof to me at your
earliest convenience or send a request to the credit bureaus that you report to if you discover this was an
emor.

It is urgent that I hear from you urgently, as this hard inquiry is impacting my credit score.

I anticipate your response.

Sincerely,

{client_signature}
",https://prnt.sc/251jjfz,,,,
Request Direct Negotiation with Creditor ’,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: {client_first_name} {client_last_name}, Account number: {account_number}

To Whom It May Concern:

I have been contacted several times by {creditor_name} regarding a past due account with you. I do not,
however, wish to discuss this matter with them and | have asked them to cease contact with me.

I would prefer to speak directly with the {creditor_name} collections department.

Please pass this information to your collections department and indicate my desire to be in touch with
them.

Thank you for your help.

Sincerely yours,

_{client_signature}
",https://prnt.sc/251kafh,,,,
Request No Payments (Long Term),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

(CREDITOR Address)

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Name(s) on account: {client_first_name} {client_last_name}

Account number: {account_number}

Re: Request for Reduced Payments

To Whom It May Concern:

In my current financial situation, I am unable to pay the required monthly payments as originally agreed.
My financial position is described below:

(STATE REASON)

Due to my desperate financial situation, I cannot make any payments for the indefinite future.
(DESCRIBE YOUR HARDSHIP)

I promise to inform you immediately should my financial condition improve and I am able to resume
sending you normal payments.

Thank you for your consideration and understanding. Please let me know within 20 days if the foregoing
proposal is acceptable.

Sincerely yours,
{client_signature}
",https://prnt.sc/251kp85,,,,
Request No Payments (Short Term),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: {account_number}, Request for Reduced Payments

To Whom It May Concern:

In my current financial situation, I am unable to pay the required monthly payments as originally agreed.
My financial position is described below:

(STATE REASON)

At the present time, I cannot make any payments. I expect to resume making the full monthly payment
when the following occurs:

(STATE REASON)

If necessary, you may add the unpaid amount to the end of the account period and extend it by the
appropriate number of months.

Thank you for your consideration and understanding. Please let me know within 20 days if the foregoing
proposal is acceptable.

Sincerely yours,
{client_signature}
",https://prnt.sc/251l597,,,,
Request Original Creditor to Take Back Debt from Collection Agency,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Amount of debt: XXXXX Original creditor: XXXXXXXXXXXXXX Collection agency:
XXXXXXXXXX Account ID: XXX

To Whom It May Concern,

On (insert date) you assigned my debt to (collection agency name). Since that time I believe they have
violated the Fair Debt Collection Practices Act.

Specifically, violations are: (List all violations: called late at night, refused to allow you to validate it, told
other third parties about your debt, left harassing telephone messages, refused to provide proof, harassed
or intimidated you, etc. Be sure to include any proof you have).

I am aware that | had an outstanding debt with your company but I refuse to make any arrangements with
a collection agency, particularly one that does not respect my rights. Now that they have violated the
FDCPA, I am requesting to communicate directly with you, otherwise | may be forced to take legal action
against this collection agency that represents you.

Please reply by mail to advise me if you will take the account back so that I may make arrangements with
you. Upon receiving your reply I will immediately contact you.
I have forwarded a copy of this letter to the collection agency and I am including a cease and desist clause
directed towards that agency. From this moment forward I will only correspond with you.
I await your reply. Upon receiving it, I will write back to you via certified mail.

Kind regards,
{client_signature}










",https://prnt.sc/251lqhg ,https://prnt.sc/251lu3f,,,
